QID23_QuestionText	<p><b>Trong 5 ngày qua</b>, bạn có làm việc hoặc tham gia tình nguyện ở bệnh viện, phòng khám, dịch vụ cấp cứu, dịch vụ phản ứng đầu tiên hoặc bất kỳ môi trường chăm sóc sức khỏe nào khác không?</p>
QID23_Choice1	Có
QID23_Choice2	Không
QID24_QuestionText	<p><b>Trong 5 ngày qua</b>, bạn có ra khỏi tiểu bang của mình không?</p>
QID24_Choice1	Có
QID24_Choice2	Không
QID22_QuestionText	Bạn chủ động tránh tiếp xúc với người khác đến mức nào?
QID22_Choice1	Toàn bộ thời gian
QID22_Choice2	Hầu hết thời gian; tôi chỉ ra khỏi nhà để mua thực phẩm và nhu yếu phẩm khác
QID22_Choice3	Thỉnh thoảng; tôi đã giảm thời gian mình có mặt ở nơi công cộng, các buổi tụ họp xã hội hoặc nơi làm việc
QID22_Choice4	Không có lúc nào
QID25_QuestionText	<p><strong>Trong 5 ngày qua</strong>, bạn có hay ...</p>
QID25_Choice1	cảm thấy bất an, lo lắng, bồn chồn không?
QID25_Choice2	cảm thấy chán nản không?
QID25_Answer1	Không có lúc nào
QID25_Answer2	Thỉnh thoảng
QID25_Answer3	Thường xuyên
QID25_Answer4	Luôn luôn
QID36_QuestionText	Bạn cảm thấy thế nào về khả năng bạn hoặc ai đó trong gia đình riêng của mình có thể bị bệnh nặng do COVID-19 (bệnh do virus corona)?
QID36_Choice1	Rất lo lắng
QID36_Choice2	Có phần lo lắng
QID36_Choice3	Không lo lắng lắm
QID36_Choice4	Không lo lắng chút nào
QID20_QuestionText	<p><b>Trong 24 giờ qua</b>, bạn đã tiếp xúc trực tiếp với bao nhiêu người <b>bên ngoài hộ gia đình của mình</b>?  Bạn chỉ cần đưa ra con số ước tính.</p><p><i><small>["Tiếp xúc trực tiếp" nghĩa là: trò chuyện hơn 5 phút với người đứng cách bạn không đến 6 feet (2 mét) hoặc tiếp xúc cơ thể như bắt tay, ôm hoặc hôn.]</small></i></p>
QID20_Choice1	Ở nơi làm việc
QID20_Choice2	Khi mua sắm hàng hóa và nhu yếu phẩm khác
QID20_Choice3	Trong các tình huống xã hội
QID20_Choice4	Khác
QID20_Answer1	Số
QID18_QuestionText	<p><strong>Trong 24 giờ qua</strong>, bạn có tiếp xúc trực tiếp với bất kỳ ai <u>mới</u> có kết quả xét nghiệm dương tính với COVID-19 (virus corona) không?</p><p><i><small>["Tiếp xúc trực tiếp" nghĩa là: trò chuyện hơn 5 phút với người đứng cách bạn không đến 6 feet (2 mét) hoặc tiếp xúc cơ thể như bắt tay, ôm hoặc hôn.]</small></i><o:p></o:p></p>
QID18_Choice1	Có
QID18_Choice2	Tôi không biết
QID19_QuestionText	<span lang="EN" style="color: rgb(0, 0, 0); font-size: 11pt; line-height: 16.8667px; font-family: Arial, sans-serif;"><span style="color: rgb(64, 64, 64); font-size: 15px;">Người này có phải là thành viên trong hộ gia đình của bạn không?</span></span>
QID19_Choice1	Có
QID19_Choice2	Không
QID8_QuestionText	<p> Bạn hiện đang ở tiểu bang nào?</p>
QID8_Choice1	Alabama
QID8_Choice2	Alaska
QID8_Choice3	Arizona
QID8_Choice4	Arkansas
QID8_Choice5	California
QID8_Choice6	Colorado
QID8_Choice7	Connecticut
QID8_Choice8	Delaware
QID8_Choice9	District of Columbia
QID8_Choice10	Florida
QID8_Choice11	Georgia
QID8_Choice12	Hawaii
QID8_Choice13	Idaho
QID8_Choice14	Illinois
QID8_Choice15	Indiana
QID8_Choice16	Iowa
QID8_Choice17	Kansas
QID8_Choice18	Kentucky
QID8_Choice19	Louisiana
QID8_Choice20	Maine
QID8_Choice21	Maryland
QID8_Choice22	Massachusetts
QID8_Choice23	Michigan
QID8_Choice24	Minnesota
QID8_Choice25	Mississippi
QID8_Choice26	Missouri
QID8_Choice27	Montana
QID8_Choice28	Nebraska
QID8_Choice29	Nevada
QID8_Choice30	New Hampshire
QID8_Choice31	New Jersey
QID8_Choice32	New Mexico
QID8_Choice33	New York
QID8_Choice34	North Carolina
QID8_Choice35	North Dakota
QID8_Choice36	Ohio
QID8_Choice37	Oklahoma
QID8_Choice38	Oregon
QID8_Choice39	Pennsylvania
QID8_Choice40	Puerto Rico
QID8_Choice41	Rhode Island
QID8_Choice42	South Carolina
QID8_Choice43	South Dakota
QID8_Choice44	Tennessee
QID8_Choice45	Texas
QID8_Choice46	Utah
QID8_Choice47	Vermont
QID8_Choice48	Virginia
QID8_Choice49	Washington
QID8_Choice50	West Virginia
QID8_Choice51	Wisconsin
QID8_Choice52	Wyoming
QID8_Choice53	Tôi không sống ở Hoa Kỳ
QID26_QuestionText	Giới tính của bạn là gì?
QID26_Choice1	Nam
QID26_Choice2	        ➙Nữ
QID26_Choice3	        ➙Không xác định giới tính
QID26_Choice4	Muốn tự mô tả:
QID26_Choice5	Không muốn trả lời
QID27_QuestionText	Bạn có đang mang thai không?
QID27_Choice1	Có
QID27_Choice2	Không
QID27_Choice3	Không muốn trả lời
QID27_Choice4	Không áp dụng
QID37_QuestionText	Bạn bao nhiêu tuổi?
QID37_Choice1	18-24 tuổi
QID37_Choice2	25 - 34 tuổi
QID37_Choice3	35 - 44 tuổi
QID37_Choice4	45 - 54 tuổi
QID37_Choice5	55 - 64 tuổi
QID37_Choice6	65 - 74 tuổi
QID37_Choice7	75 tuổi trở lên
QID28_QuestionText	<p>Có bao nhiêu trẻ em <b>dưới 18 tuổi</b> hiện đang ở trong hộ gia đình của bạn?<o:p></o:p></p>
QID30_QuestionText	<p>Có bao nhiêu người lớn <b>từ 18 đến 64 tuổi</b> hiện đang ở trong hộ gia đình của bạn (không tính bạn)?</p>
QID31_QuestionText	Có bao nhiêu người lớn <span style="font-weight: bolder;">65 tuổi trở lên</span> hiện đang ở trong hộ gia đình của bạn (không tính bạn)?
QID38_QuestionText	Bạn cho rằng sự bùng phát của virus corona ảnh hưởng đến tình hình tài chính của hộ gia đình mình đến mức nào?
QID38_Choice1	Ảnh hưởng nhiều
QID38_Choice2	Đe dọa vừa phải
QID38_Choice3	Không đe dọa lắm
QID38_Choice4	Không ảnh hưởng chút nào
