QID40_QuestionText	<div>Have you <span style="font-weight: bolder;">ever</span> been told by a doctor, nurse or other health professional that you have any of the following medical conditions?</div><div><br>(Please select all that apply)</div>
QID40_Choice1	Diabetes
QID40_Choice2	Cancer (other than skin cancer)
QID40_Choice3	Heart disease
QID40_Choice4	High blood pressure
QID40_Choice5	Asthma
QID40_Choice6	Chronic lung disease such as COPD or emphysema 
QID40_Choice7	Kidney disease
QID40_Choice8	Autoimmune disorder such as rheumatoid arthritis or Crohn's disease
QID40_Choice9	None of the above
QID17_QuestionText	Have you had a flu jab in the last 12 months?
QID17_Choice1	Yes
QID17_Choice2	No
QID21_QuestionText	<p><b>In the past 5 days</b>, have you gone to work outside of your home?</p>
QID21_Choice1	Yes
QID21_Choice2	No
QID32_QuestionText	<p><b>In the past 5 days</b>, have you worked at or visited a long-term care facility or nursing home?</p>
QID32_Choice1	Yes
QID32_Choice2	No
QID23_QuestionText	<p><b>In the past 5 days</b>, have you worked or volunteered in a hospital, medical office, ambulance service, first responder service or any other healthcare setting?</p>
QID23_Choice1	Yes
QID23_Choice2	No
QID24_QuestionText	<p><b>In the past 5 days</b>, have you travelled outside of your state/region?</p>
QID24_Choice1	Yes
QID24_Choice2	No
QID22_QuestionText	To what extent are you intentionally avoiding contact with other people?
QID22_Choice1	All of the time
QID22_Choice2	Most of the time; I only leave my home to buy food and other essentials
QID22_Choice3	Some of the time; I have reduced the amount of times I am in public spaces, social gatherings or at work
QID22_Choice4	None of the time
QID25_QuestionText	<p><strong>In the past 5 days</strong>, how often have you...</p>
QID25_Choice1	felt nervous, anxious or on edge?
QID25_Choice2	felt depressed?
QID25_Answer1	None of the time
QID25_Answer2	Some of the time
QID25_Answer3	Most of the time
QID25_Answer4	All of the time
QID36_QuestionText	How do you feel about the possibility that you or someone in your immediate family might become seriously ill from COVID-19 (coronavirus disease)?
QID36_Choice1	Very worried
QID36_Choice2	Somewhat worried
QID36_Choice3	Not too worried
QID36_Choice4	Not worried at all
QID20_QuestionText	<p><b>In the past 24 hours</b>, how many people have you had direct contact with, <b>outside of your household</b>?  Your best estimate is fine.</p><p><i><small>["Direct contact" means a conversation lasting more than five minutes with a person who is closer than 6 feet away from you, or physical contact such as hand-shaking, hugging or kissing.]</small></i></p>
QID20_Choice1	At work
QID20_Choice2	Shopping for groceries and other essentials
QID20_Choice3	In social situations
QID20_Choice4	Other
QID20_Answer1	Number
QID18_QuestionText	<p><strong>In the past 24 hours</strong>, have you had direct contact with anyone who <u>recently</u> tested positive for COVID-19 (coronavirus)?</p><p><i><small>["Direct contact" means a conversation lasting more than five minutes with a person who is closer than 6 feet away from you or physical contact such as hand-shaking, hugging or kissing.]</small></i><o:p></o:p></p>
QID18_Choice1	Yes
QID18_Choice2	Not to my knowledge
QID19_QuestionText	<span lang="EN" style="color: rgb(0, 0, 0); font-size: 11pt; line-height: 16.8667px; font-family: Arial, sans-serif;"><span style="color: rgb(64, 64, 64); font-size: 15px;">Was this person a member of your household?</span></span>
QID19_Choice1	Yes
QID19_Choice2	No
QID8_QuestionText	<p> In which state are you currently staying?</p>
QID8_Choice1	Alabama
QID8_Choice2	Alaska
QID8_Choice3	Arizona
QID8_Choice4	Arkansas
QID8_Choice5	California
QID8_Choice6	Colorado
QID8_Choice7	Connecticut
QID8_Choice8	Delaware
QID8_Choice9	District of Columbia
QID8_Choice10	Florida
QID8_Choice11	Georgia
QID8_Choice12	Hawaii
QID8_Choice13	Idaho
QID8_Choice14	Illinois
QID8_Choice15	Indiana
QID8_Choice16	Iowa
QID8_Choice17	Kansas
QID8_Choice18	Kentucky
QID8_Choice19	Louisiana
QID8_Choice20	Maine
QID8_Choice21	Maryland
QID8_Choice22	Massachusetts
QID8_Choice23	Michigan
QID8_Choice24	Minnesota
QID8_Choice25	Mississippi
QID8_Choice26	Missouri
QID8_Choice27	Montana
QID8_Choice28	Nebraska
QID8_Choice29	Nevada
QID8_Choice30	New Hampshire
QID8_Choice31	New Jersey
QID8_Choice32	New Mexico
QID8_Choice33	New York
QID8_Choice34	North Carolina
QID8_Choice35	North Dakota
QID8_Choice36	Ohio
QID8_Choice37	Oklahoma
QID8_Choice38	Oregon
QID8_Choice39	Pennsylvania
QID8_Choice40	Puerto Rico
QID8_Choice41	Rhode Island
QID8_Choice42	South Carolina
QID8_Choice43	South Dakota
QID8_Choice44	Tennessee
QID8_Choice45	Texas
QID8_Choice46	Utah
QID8_Choice47	Vermont
QID8_Choice48	Virginia
QID8_Choice49	Washington
QID8_Choice50	West Virginia
QID8_Choice51	Wisconsin
QID8_Choice52	Wyoming
QID8_Choice53	I do not reside in the United States
QID26_QuestionText	What is your gender?
QID26_Choice1	Male
QID26_Choice2	        ➙Female
QID26_Choice3	        ➙Non-binary
QID26_Choice4	Prefer to self-describe:
QID26_Choice5	Prefer not to answer
QID27_QuestionText	Are you currently pregnant?
QID27_Choice1	Yes
QID27_Choice2	No
QID27_Choice3	Prefer not to answer
QID27_Choice4	Not applicable
QID37_QuestionText	How old are you?
QID37_Choice1	18-24 years
QID37_Choice2	25-34 years
QID37_Choice3	35-44 years
QID37_Choice4	45-54 years
QID37_Choice5	55-64 years
QID37_Choice6	65-74 years
QID37_Choice7	75 years or older
QID28_QuestionText	<p>How many children <b>under 18 years old</b> currently stay in your household?<o:p></o:p></p>
QID30_QuestionText	<p>How many adults <b>between 18 and 64 years old</b> currently stay in your household (not including yourself)?</p>
QID31_QuestionText	How many adults <span style="font-weight: bolder;">65 years old or older</span> currently stay in your household (not including yourself)?
QID38_QuestionText	How much of a threat would you say the coronavirus outbreak is to your household's finances?
QID38_Choice1	A substantial threat
QID38_Choice2	A moderate threat
QID38_Choice3	Not much of a threat
QID38_Choice4	Not a threat at all
